PLAYER,TEAM,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,AVG
B.Ellefson,MIN,,,,,6.82,,,,,,,,,,,,,,,,,,6.82
T.Hilton,IND,,,,,,53.29,,27.74,,47.88,21.26,21.69,22.73,,15.62,48.8,48.69,40.68,,,,,34.838
D.Pettis,NYG,,,,,,54.46,27.02,,,,,,,,,,,,,,,,40.74
R.Bateman,BAL,,,,,,48.97,30.25,,53.32,42.72,41.13,25.04,3.94,46.85,20.18,25.71,76.09,23.78,,,,,36.49833333333333
S.Smith,CAR,,,,,,6.16,14.34,4.55,,,,,,,,29.04,4.7,,,,,,11.758000000000001
K.Herbert,CHI,,,,,,15.08,20.62,9.6,,,,,4.93,,21.75,3.46,,,,,,,12.573333333333332
T.Kennedy,DET,,,,,,4.86,,13.06,,,,,,4.95,,12.68,16.54,15.08,,,,,11.195
D.Johnson,CLE,,,,,,6.59,8.74,15.42,,41.9,,,,4.15,19.31,8.33,11.42,4.93,,,,,13.421111111111113
J.Bates,WAS,,,,,,4.35,,4.63,,19.41,25.42,6.36,30.05,8.82,10.64,18.67,34.81,24.44,,,,,17.054545454545455
J.Stanton,CLE,,,,,,5.43,5.0,,,,,,,,,,,,,,,,5.215
M.Boykin,BAL,,,,,,7.9,,,,,,,,,,,,,,,,,7.9
M.Boone,DEN,,,,,,2.54,,,,,,,4.6,,,,,,,,,,3.57
P.Dorsett,SEA,,,,,,3.43,,,,,,,,,,,,,,,,,3.43
J.Allen,BUF,,,,,,3.26,,,,,,,,,,,,,,,,,3.26
H.Long,MIA,,,,,,3.54,,,,,,,4.66,,6.87,,,,,,,,5.023333333333333
M.Turner,DAL,,,,,,8.62,,,35.83,7.57,11.8,,5.62,,5.59,13.22,,,4.14,,,,11.54875
D.Daniels,ARI,,,,,,5.36,,,26.12,,2.36,,,,,,,,10.85,,,,11.172500000000001
Z.Ertz,ARI,,,,,,,44.22,24.05,30.6,49.87,48.09,,38.1,27.12,56.27,70.5,50.08,70.13,21.66,,,,44.22416666666666
J.Johnson,NE,,,,,,,8.51,8.78,,,,,,,,,,,,,,,8.645
J.James,CHI,,,,,,,18.09,24.53,,,,6.13,,,,,5.33,,,,,,13.520000000000001
K.Kirkwood,CAR,,,,,,,31.44,6.82,,,,,,,,,,4.81,,,,,14.35666666666667
G.Olszewski,NE,,,,,,,6.38,,,,,,,,5.21,,5.68,,,,,,5.756666666666667
D.Evans,TEN,,,,,,,9.76,,,,,,,,,,,,,,,,9.76
B.Price,DET,,,,,,,9.15,,,,,,,,,,,,,,,,9.15
D.Jones,NYG,,,,,,,8.84,,,,,,,,,,,,,,,,8.84
T.Smith,NO,,,,,,,24.17,20.63,25.16,38.72,61.06,44.34,46.38,35.89,24.87,,,67.06,,,,,38.828
D.Ozigbo,NO,,,,,,,5.62,,,,,,,,,,,,,,,,5.62
D.Gore,KC,,,,,,,2.92,,3.96,,,,,10.4,,23.55,3.47,2.42,,,,,7.786666666666666
K.Coutee,IND,,,,,,,7.38,,,,,,,,,,,,,,,,7.38
R.Nall,CHI,,,,,,,6.27,,,,,,,,,,,,,,,,6.27
D.Yelder,TB,,,,,,,3.36,,,,,,,,,,,,,,,,3.36
G.Allison,DET,,,,,,,19.3,,,,,,,,,,,,,,,,19.3
C.Thompson,CAR,,,,,,,5.14,,,,,,,,,,,,,,,,5.14
K.White,NO,,,,,,,24.64,15.03,,22.56,,,,,,,,,,,,,20.743333333333336
T.Cleveland,DEN,,,,,,,6.69,,,,,,,,,,,,,,,,6.69
J.Brown,DEN,,,,,,,17.15,,,,,,,,,,,,,,,,17.15
D.Sills,NYG,,,,,,,7.52,,,,,,,,,4.51,28.91,26.78,,,,,16.93
B.Jordan,HOU,,,,,,,,25.67,8.42,,37.82,19.23,44.19,31.94,,28.24,6.21,,,,,,25.215
C.Grayson,TB,,,,,,,,10.86,,,,,,,,25.04,39.96,,,,,,25.286666666666665
A.Armah,NO,,,,,,,,4.29,,,,,,,,,,,,,,,4.29
J.Winfree,GB,,,,,,,,40.32,,,,,,,7.3,11.13,11.21,15.41,,,,,17.074
G.Igwebuike,DET,,,,,,,,16.6,,,2.56,7.73,9.18,,6.93,,,9.28,,,,,8.713333333333333
A.Abdullah,CAR,,,,,,,,35.23,31.59,15.36,,30.35,,16.91,20.37,25.76,14.11,37.56,,,,,25.24888888888889
J.Jefferson,DET,,,,,,,,18.92,,,,,3.73,,,,,,,,,,11.325000000000001
G.Griffin,NO,,,,,,,,16.19,,,,,4.4,,,,,,,,,,10.295000000000002
B.Skowronek,LA,,,,,,,,17.1,,29.1,,,15.85,8.91,34.69,,12.08,21.72,,,10.22,25.4,19.452222222222222
M.Ingram,NO,,,,,,,,5.98,16.6,33.77,30.56,,5.34,,13.25,,,,,,,,17.583333333333336
S.Phillips,HOU,,,,,,,,13.08,,,,,,,,,,,,,,,13.08
P.Laird,MIA,,,,,,,,3.78,,3.84,4.41,,,,,,,,,,,,4.01
J.Stoll,PHI,,,,,,,,6.33,,25.37,,,,,6.96,,,,,,,,12.886666666666668
L.Stocker,MIN,,,,,,,,4.96,6.89,,,,,,,,,,,,,,5.925
A.Wesley,ARI,,,,,,,,27.13,43.56,10.82,23.04,,,,34.69,27.44,31.0,24.28,23.14,,,,27.23333333333333
I.Smith-Marsette,MIN,,,,,,,,6.19,,,,,,,23.76,,,43.51,,,,,24.486666666666668
M.White,NYJ,,,,,,,,2.94,,,,,,,,,,,,,,,2.94
D.Pinter,IND,,,,,,,,,5.77,,,,,,,,,,,,,,5.77
K.Merritt,MIA,,,,,,,,,21.6,,,,,,,,,,,,,,21.6
D.Patmon,IND,,,,,,,,,6.36,,10.92,,,,,10.41,11.32,,,,,,9.752500000000001
E.Tomlinson,BAL,,,,,,,,,4.31,,,,,,,,,,,,,,4.31
W.Snead,CAR,,,,,,,,,15.19,,,,,,8.94,,,,,,,,12.065
A.Peterson,TEN,,,,,,,,,2.89,5.06,5.71,,,,,,,,,,,,4.553333333333334
J.Kelley,LAC,,,,,,,,,5.25,,,9.76,,6.49,,9.73,,,,,,,7.8075
K.Rader,PIT,,,,,,,,,4.6,,,,,,,10.32,,,,,,,7.46
S.McKeon,DAL,,,,,,,,,9.26,14.7,3.78,3.72,,,,,,,,,,,7.865
D.Dafney,GB,,,,,,,,,6.73,,5.91,,,,,,3.3,3.85,,22.34,,,8.426
M.Breida,BUF,,,,,,,,,,17.61,6.2,12.33,5.9,2.94,,,,,,,,,8.995999999999999
D.Foreman,TEN,,,,,,,,,,12.59,2.44,5.5,,10.51,13.75,,,10.45,,,,,9.206666666666665
D.Jackson,LV,,,,,,,,,,14.06,,25.8,7.1,22.61,26.5,47.87,26.98,,10.76,,,,22.709999999999997
O.Beckham,LA,,,,,,,,,,24.88,,56.9,42.87,45.36,29.81,53.13,54.64,40.8,45.0,48.12,63.78,17.66,43.57916666666666
F.Darby,ATL,,,,,,,,,,30.55,,,,,,,20.78,,,,,,25.665
C.Clement,DAL,,,,,,,,,,4.54,,,,8.0,,,,24.72,,,,,12.42
T.Davis,GB,,,,,,,,,,4.89,,,,,9.25,,7.69,9.36,,,,,7.7975
K.Blanton,LA,,,,,,,,,,2.74,,,10.89,22.84,6.69,,,,,11.55,18.9,,12.26833333333333
B.Wright,DET,,,,,,,,,,13.06,7.85,,18.32,22.74,6.7,12.86,,17.6,,,,,14.161428571428571
D.Fitzpatrick,TEN,,,,,,,,,,5.06,33.72,14.8,,,,,,,,,,,17.86
E.Benjamin,ARI,,,,,,,,,,6.12,5.15,,2.77,,,,,14.56,6.81,,,,7.082000000000001
D.Hilliard,TEN,,,,,,,,,,,29.92,15.92,,6.46,30.39,6.27,19.26,3.61,,21.16,,,16.62375
A.Thomas,NYG,,,,,,,,,,,4.6,,,,,,,,,,,,4.6
J.Bradley,CLE,,,,,,,,,,,21.91,10.53,,,,,,,,,,,16.22
B.Perriman,TB,,,,,,,,,,,26.76,,11.41,9.15,,,13.6,34.28,19.01,,,,19.035
J.Arcega-Whiteside,PHI,,,,,,,,,,,8.31,5.65,,,,,,24.68,,,,,12.88
N.Vannett,NO,,,,,,,,,,,8.59,9.5,18.35,58.07,12.87,11.1,,4.61,,,,,17.584285714285713
N.Bawden,NYJ,,,,,,,,,,,6.64,,,,,,,,,,,,6.64
Q.Ollison,ATL,,,,,,,,,,,16.38,,4.88,,5.81,,,4.42,,,,,7.872499999999999
J.Wilson,SF,,,,,,,,,,,20.19,4.54,,,10.12,9.45,,,,,,,11.075
T.McKitty,LAC,,,,,,,,,,,3.02,4.55,,,4.9,4.72,17.74,2.53,,,,,6.243333333333333
J.Grant,CHI,,,,,,,,,,,5.27,18.92,38.28,20.02,,,,,,,,,20.6225
S.Morgan,CIN,,,,,,,,,,,2.35,21.26,,,,,,10.86,,,,,11.49
J.Reynolds,DET,,,,,,,,,,,60.5,80.99,42.75,43.49,60.87,55.88,,26.23,,,,,52.95857142857143
T.Jackson,PHI,,,,,,,,,,,11.52,,,,,11.28,,34.85,,,,,19.216666666666665
C.Myarick,NYG,,,,,,,,,,,3.78,12.9,,4.29,,9.88,,,,,,,7.7125
N.Boyle,BAL,,,,,,,,,,,4.53,,,,,,5.69,,,,,,5.11
T.Williams,SF,,,,,,,,,,,8.02,,,,,,,,,,,,8.02
J.Brown,JAX,,,,,,,,,,,18.77,8.88,,,,,,,,,,,13.825
C.Hollister,TEN,,,,,,,,,,,,36.78,,7.02,26.47,,,,,,,,23.423333333333332
A.McFarland,PIT,,,,,,,,,,,,3.84,,,,,,,,,,,3.84
A.Prentice,NO,,,,,,,,,,,,5.57,,,,,6.52,6.52,,,,,6.203333333333333
P.Cooper,NYG,,,,,,,,,,,,16.48,17.69,5.63,11.3,6.22,46.36,,,,,,17.28
A.Miller,PIT,,,,,,,,,,,,4.31,,,,,,,,,,,4.31
D.Bradwell,LAC,,,,,,,,,,,,3.58,,,,,,,,,,,3.58
D.Helm,LV,,,,,,,,,,,,4.7,,,3.53,,,,,,,,4.115
A.Walter,NYJ,,,,,,,,,,,,2.92,7.24,,,,,,,,,,5.08
I.Coulter,CHI,,,,,,,,,,,,8.62,,,,,,,,,,,8.62
T.Wallace,BAL,,,,,,,,,,,,9.46,,,7.79,9.15,,7.2,,,,,8.4
R.Penny,SEA,,,,,,,,,,,,,3.5,4.98,9.4,5.55,13.99,,,,,,7.484
W.Smallwood,WAS,,,,,,,,,,,,,12.08,,,,11.91,,,,,,11.995000000000001
J.Mickens,JAX,,,,,,,,,,,,,14.9,15.99,,,,,,,,,15.445
K.Nwangwu,MIN,,,,,,,,,,,,,10.92,,,6.89,,,,,,,8.905
R.Freeman,HOU,,,,,,,,,,,,,5.78,25.54,,,5.0,,,,,,12.106666666666667
J.Herbert,LAC,,,,,,,,,,,,,4.17,,,,,,,,,,4.17
K.Yeboah,NYJ,,,,,,,,,,,,,7.32,,,,20.7,,,,,,14.01
J.Samuels,HOU,,,,,,,,,,,,,5.17,,,,13.79,,,,,,9.48
R.Adams,CHI,,,,,,,,,,,,,8.41,,,,,,,,,,8.41
D.Davis,HOU,,,,,,,,,,,,,17.57,4.18,,,,,,,,,10.875
D.Montgomery,NYJ,,,,,,,,,,,,,,31.66,,,,,,,,,31.66
S.Zylstra,DET,,,,,,,,,,,,,,30.43,10.84,,,,,,,,20.634999999999998
C.Reynolds,DET,,,,,,,,,,,,,,9.39,5.78,16.26,3.39,,,,,,8.705
J.Williams,WAS,,,,,,,,,,,,,,4.81,,7.74,9.71,,,,,,7.420000000000001
T.Ragas,LV,,,,,,,,,,,,,,4.37,,,,,,,,,4.37
P.Dorsett,HOU,,,,,,,,,,,,,,23.69,27.28,66.49,,,,,,,39.15333333333333
E.Winston,NO,,,,,,,,,,,,,,4.1,,,,,,,,,4.1
N.Bellore,SEA,,,,,,,,,,,,,,5.18,,,,,,,,,5.18
T.Decker,DET,,,,,,,,,,,,,,3.45,,,5.33,,,,,,4.390000000000001
V.Smith,NYJ,,,,,,,,,,,,,,7.98,,,,,,,,,7.98
K.Crossen,NYG,,,,,,,,,,,,,,7.2,,,,,,,,,7.2
C.Wilkins,MIA,,,,,,,,,,,,,,,6.05,,,,,,,,6.05
J.Sprinkle,DAL,,,,,,,,,,,,,,,9.96,,,7.15,,,,,8.555
D.Johnson,MIA,,,,,,,,,,,,,,,3.58,,12.75,3.6,,,,,6.6433333333333335
A.Isabella,ARI,,,,,,,,,,,,,,,4.39,,,,,,,,4.39
B.Hopkins,LA,,,,,,,,,,,,,,,6.09,,,,,,,19.86,12.975
J.Ward,ARI,,,,,,,,,,,,,,,5.9,,8.14,2.45,,,,,5.496666666666667
M.Carter,NYJ,,,,,,,,,,,,,,,11.12,27.09,,,,,,,19.105
K.Vaughn,TB,,,,,,,,,,,,,,,6.78,5.0,10.43,8.14,7.93,,,,7.656000000000001
G.Ricci,CAR,,,,,,,,,,,,,,,8.21,4.66,,,,,,,6.4350000000000005
D.Newsome,CHI,,,,,,,,,,,,,,,6.72,10.46,,11.12,,,,,9.433333333333332
Z.Wilson,NYJ,,,,,,,,,,,,,,,11.87,,,,,,,,11.87
J.Moore,LAC,,,,,,,,,,,,,,,,33.33,,,,,,,33.33
L.Johnson,PHI,,,,,,,,,,,,,,,,7.1,,,,,,,7.1
C.McDermott,NYJ,,,,,,,,,,,,,,,,7.85,,,,,,,7.85
T.Steele,DAL,,,,,,,,,,,,,,,,3.82,,,,,,,3.82
J.Howard,PHI,,,,,,,,,,,,,,,,21.08,8.7,,2.8,,,,10.86
R.Bonnafon,CAR,,,,,,,,,,,,,,,,7.56,,,,,,,7.56
E.Wolf,NO,,,,,,,,,,,,,,,,18.51,,,,,,,18.51
M.Hall,ATL,,,,,,,,,,,,,,,,8.95,,,,,,,8.95
Jak.Johnson,NE,,,,,,,,,,,,,,,,5.73,,,4.58,,,,5.155
T.Lewis,MIA,,,,,,,,,,,,,,,,13.67,,,,,,,13.67
K.Blasingame,TEN,,,,,,,,,,,,,,,,4.13,,5.32,,6.52,,,5.323333333333333
S.Sullivan,CAR,,,,,,,,,,,,,,,,3.11,,,,,,,3.11
K.Wilkerson,NE,,,,,,,,,,,,,,,,,73.77,,,,,,73.77
L.Bell,TB,,,,,,,,,,,,,,,,,9.87,3.94,,,,,6.904999999999999
D.Brown,NYJ,,,,,,,,,,,,,,,,,12.27,,,,,,12.27
S.Williams,DEN,,,,,,,,,,,,,,,,,14.96,,,,,,14.96
G.Bradbury,MIN,,,,,,,,,,,,,,,,,3.07,,,,,,3.07
G.Dortch,ARI,,,,,,,,,,,,,,,,,3.06,4.36,,,,,3.71
P.Lindsay,MIA,,,,,,,,,,,,,,,,,3.76,,,,,,3.76
R.Armstead,JAX,,,,,,,,,,,,,,,,,14.43,6.73,,,,,10.58
D.Lock,DEN,,,,,,,,,,,,,,,,,3.98,,,,,,3.98
D.Dawkins,BUF,,,,,,,,,,,,,,,,,6.3,,,,,,6.3
M.Nelson,DET,,,,,,,,,,,,,,,,,5.6,,,,,,5.6
T.Taylor,CIN,,,,,,,,,,,,,,,,,,36.64,,,4.05,,20.345
M.Wilcox,CIN,,,,,,,,,,,,,,,,,,33.12,,,,,33.12
C.Akers,LA,,,,,,,,,,,,,,,,,,15.58,35.19,9.79,3.57,16.31,16.088
C.Saunders,CAR,,,,,,,,,,,,,,,,,,9.86,,,,,9.86
R.Rodgers,PHI,,,,,,,,,,,,,,,,,,9.16,,,,,9.16
P.Taylor,GB,,,,,,,,,,,,,,,,,,7.69,,,,,7.69
T.Black,NYJ,,,,,,,,,,,,,,,,,,25.88,,,,,25.88
T.Williams,CIN,,,,,,,,,,,,,,,,,,7.02,,,,,7.02
Ty.Johnson,NYJ,,,,,,,,,,,,,,,,,,14.61,,,,,14.61
M.Sargent,JAX,,,,,,,,,,,,,,,,,,3.17,,,,,3.17
J.Huntley,PHI,,,,,,,,,,,,,,,,,,4.41,,,,,4.41
T.Doyle,BUF,,,,,,,,,,,,,,,,,,,6.3,,,,6.3
N.Allegretti,KC,,,,,,,,,,,,,,,,,,,4.31,,,,4.31
C.Goodwin,DAL,,,,,,,,,,,,,,,,,,,5.08,,,,5.08
M.Stafford,LA,,,,,,,,,,,,,,,,,,,,,,4.7,4.7
M.Gay,LA,,,,,,,,,,,,,,,,,,,,,,3.66,3.66
